N	4gram	Medvedev_F_3	Problema
1	но в таком случае	1	3
2	один и тот же	1	2
3	одной и той же	1	2
4	в том числе и	1	2
5	только в связи с	1	2
6	данное время и в	1	1
7	и в данном месте	1	1
8	время и в данном	1	1
9	и в то же	2	1
10	котором мы говорили в	1	1
11	только один из моментов	1	1
12	в данное время и	1	1
13	и в данном случае	1	1
14	и не может быть	3	1
15	о котором мы говорили	1	1
16	не может быть никакого	1	1
17	бы то ни было	4	1
18	мы имеем в виду	1	1
19	время не может быть	1	1
20	вовсе не потому что	1	1
21	на самом же деле	2	1
22	в том или ином	1	1
23	с нашей точки зрения	1	1
24	и тем не менее	1	1
25	то он был бы	1	1
26	все более и более	1	1
27	одним и тем же	2	1
28	какой бы то ни	1	1
