N	4gram	Bakhtin_Pr_4	Problemy
1	в то же время	5	12
2	и в то же	1	5
3	но в то же	2	3
4	ведь и сам знаю	3	2
5	я ведь и сам	3	2
6	слово героя и слово	1	2
7	не может до конца	1	2
8	и сам знаю что	3	2
9	в той или иной	1	2
10	диалога с самим собой	1	2
11	на тему о себе	1	1
12	чрезвычайно напряженный характер в	1	1
13	одно и то же	1	1
14	большей или меньшей степени	2	1
15	как если бы он	1	1
16	с самого начала в	1	1
17	двух голосов в одном	1	1
18	из уст в уста	1	1
19	с точки зрения его	1	1
20	себя и свой предмет	1	1
21	в братьях карамазовых в	2	1
22	слово о себе героя	1	1
23	и в других романах	1	1
24	в еще более резкой	1	1
25	к себе самому он	1	1
26	только себя и свой	1	1
27	тему о себе самом	1	1
28	и слово рассказа в	1	1
29	между этими двумя пределами	1	1
30	налегли друг на друга	1	1
31	чтобы не подумали что	1	1
32	на самом же деле	1	1
33	в большей или меньшей	2	1
34	героя и слово рассказа	1	1
35	как раз и не	1	1
36	не подумали что он	1	1
37	уже сама по себе	1	1
38	боится чтобы не подумали	1	1
39	носит чрезвычайно напряженный характер	1	1
40	выходит за пределы настоящей	1	1
41	на свой предмет и	1	1
42	далеко не исчерпали всех	1	1
43	героя к себе самому	1	1
