N	4gram	Voloshinov_2	Psycholo
1	одно и то же	3	2
2	все более и более	2	2
3	в той степени в	1	1
4	вступить в противоречие с	1	1
5	не имеют никакого отношения	1	1
6	в точном смысле этого	3	1
7	имеют никакого отношения к	1	1
8	уже с самого начала	1	1
9	в самом деле какой	1	1
10	мы уже говорили что	1	1
11	той степени в какой	1	1
12	и то же слово	2	1
13	ни в какой мере	1	1
14	точном смысле этого слова	3	1
15	но они не могут	1	1
16	о которых мы упоминали	1	1
17	в какой мере не	1	1
18	в самом деле даже	1	1
