N	3gram	Nazirov_Tv_2	Problema
1	о том что	2	9
2	в том что	2	8
3	в связи с	1	7
4	с другой стороны	2	5
5	по крайней мере	2	4
6	точно так же	1	3
7	а с другой	1	3
8	в то время	1	3
9	как будто бы	1	3
10	все же не	2	3
11	в русской литературе	1	3
12	в таком случае	2	2
13	по отношению к	3	2
14	в том числе	1	2
15	и никогда не	1	2
16	потому что они	1	2
17	до сих пор	3	2
18	как и у	1	2
19	дело в том	1	2
20	во всяком случае	2	2
21	не может быть	3	2
22	это и есть	1	1
23	с самого начала	1	1
24	так и в	2	1
25	в одной из	2	1
26	в то же	7	1
27	в античной литературе	1	1
28	и люди его	1	1
29	и потому что	1	1
30	в ту эпоху	1	1
31	том смысле что	1	1
32	в предисловии к	1	1
33	выражает то что	1	1
34	у древних греков	1	1
35	но в то	1	1
36	и в этом	1	1
37	и в том	1	1
38	в самом деле	2	1
39	но это не	1	1
40	хотя и с	1	1
41	к тому же	1	1
42	и превращается в	1	1
43	если не считать	2	1
44	и тут же	1	1
45	приходит в голову	1	1
46	к античной мифологии	1	1
47	в нем и	1	1
48	можно было бы	1	1
49	и т д	11	1
50	а не то	1	1
51	в чем не	1	1
52	не в силах	2	1
53	то или иное	1	1
54	едва ли не	2	1
55	той или иной	1	1
56	ни в чем	1	1
57	на восходе солнца	1	1
58	и в дальнейшем	1	1
59	содержит в себе	1	1
60	то же время	7	1
61	не приходит в	1	1
62	только потому что	1	1
63	в наше время	2	1
64	что никогда не	1	1
65	том числе и	1	1
66	в году издал	1	1
67	что у него	1	1
68	о том чтобы	1	1
69	нам представляется что	1	1
70	в том смысле	1	1
71	хотя и не	1	1
72	о том как	1	1
