N	3gram	Bakhtin_Fr_1	Narrotol
1	в том что	6	8
2	с одной стороны	2	7
3	по отношению к	1	6
4	в том числе	10	6
5	в отличие от	4	5
6	не может быть	1	5
7	можно сказать что	1	4
8	к тому же	1	4
9	в основе своей	2	4
10	той или иной	5	4
11	но все же	2	4
12	том числе и	7	4
13	с другой стороны	1	4
14	в то же	1	3
15	то же время	1	3
16	в этом отношении	3	3
17	так и не	3	2
18	в себя и	1	2
19	в значительной степени	2	2
20	не только в	1	2
21	то или иное	1	2
22	в связи с	1	2
23	в известном смысле	1	2
24	сами по себе	1	2
25	с точки зрения	3	2
26	в той или	5	2
27	то есть в	4	2
28	при этом что	1	1
29	и др в	2	1
30	он видит в	1	1
31	на протяжении всего	2	1
32	со смертью в	1	1
33	так и в	2	1
34	во всех его	2	1
35	всех его разнообразных	1	1
36	включает в себя	1	1
37	друг с другом	1	1
38	ни для кого	1	1
39	так и его	1	1
40	или хотя бы	1	1
41	от друга в	1	1
42	в этой системе	1	1
43	человека с его	1	1
44	тех или иных	1	1
45	до сих пор	4	1
46	умения отрешиться от	1	1
47	или иной форме	4	1
48	то есть его	1	1
49	и прежде всего	3	1
50	было для нас	1	1
51	время в этой	1	1
52	может быть только	1	1
53	до известной степени	1	1
54	на самом деле	2	1
55	тому же в	1	1
56	все то что	1	1
57	между людьми и	1	1
58	входит в область	1	1
59	в пределах литературы	1	1
60	вовсе и не	1	1
61	это одно из	1	1
62	до наших дней	1	1
63	в какой-то мере	1	1
64	но от этого	1	1
65	то что было	1	1
66	некоторые из них	1	1
67	в самом деле	1	1
68	существенную роль в	2	1
69	ни на что	1	1
70	понимания не только	1	1
71	в свое время	2	1
72	в отрыве от	2	1
73	но это не	1	1
74	или иной степени	1	1
75	дело в том	2	1
76	не входит в	2	1
77	друг от друга	1	1
78	по своей природе	1	1
79	на что не	1	1
80	он еще не	1	1
81	том что он	1	1
82	к тому чтобы	1	1
83	не представляется возможным	1	1
84	как мы уже	5	1
85	речь идет не	1	1
86	один из них	1	1
