N	4gram	Losev_Dial_2	Problema
1	не что иное как	3	3
2	в то время как	3	3
3	что бы то ни	1	1
4	в то же время	3	1
5	тем не менее в	1	1
6	по одному тому что	1	1
7	несмотря на всю ее	1	1
8	в том смысле что	3	1
9	не потому что они	1	1
10	по крайней мере в	2	1
11	не говоря уже о	2	1
12	бы то ни стало	1	1
13	в том что он	1	1
14	сам по себе а	1	1
15	здесь в связи с	1	1
16	и вместе с тем	1	1
17	и то и другое	1	1
18	или по крайней мере	2	1
19	в связи с этим	1	1
20	по крайней мере три	1	1
21	во что бы то	1	1
22	имеется в виду не	1	1
23	и до сих пор	1	1
24	и как будто бы	1	1
