N	2gram	Medvedev_V_1	Psycholo
1	и в	2	30
2	в том	2	27
3	потому что	1	23
4	том что	2	21
5	все время	1	20
6	в этом	1	14
7	в самом	1	14
8	и то	1	9
9	так как	1	9
10	самом деле	1	8
11	совершенно ясно	1	7
12	то же	1	7
13	и не	1	6
14	и его	1	6
15	ясно что	1	6
16	именно в	1	6
17	сводится к	1	5
18	только в	1	5
19	в конце	2	4
20	на одном	1	4
21	в частности	1	4
22	и заключается	1	4
23	одно и	1	3
24	в другом	1	3
25	хотя бы	1	3
26	так в	1	3
27	в их	1	3
28	и только	1	3
29	к этому	1	3
30	и составляет	1	3
31	под влиянием	1	3
32	чем больше	1	3
33	по поводу	1	3
34	конце концов	2	2
35	гораздо более	1	2
36	все это	1	2
37	в которых	1	2
38	все то	1	2
39	дело в	1	2
40	по существу	1	2
41	главным образом	1	1
42	дело именно	1	1
43	и самым	1	1
44	отказались от	1	1
45	крайней мере	1	1
46	в теории	1	1
47	в значительной	1	1
48	а только	1	1
49	другом месте	1	1
50	чего не	1	1
51	что слово	1	1
52	что язык	1	1
53	заключается что	1	1
54	и т.д	1	1
55	далеко не	1	1
56	речи и	1	1
57	по крайней	1	1
58	от других	1	1
59	тем более	1	1
60	столь же	1	1
61	да и	1	1
62	как же	1	1
63	но это	1	1
64	ни к	1	1
