N	4gram	Bakhtin_Pr_1	FransuaR
1	в то же время	3	6
2	но в то же	1	3
3	и в то же	2	2
4	о мире и человеке	1	1
5	с одной стороны и	1	1
6	мы можем сказать что	1	1
7	на протяжении всего романа	1	1
8	в этом существенное отличие	2	1
9	во всех своих моментах	2	1
10	и во всех своих	1	1
11	и в изобразительных искусствах	1	1
12	точка зрения на мир	1	1
13	всех его моментах как	1	1
14	но и во всех	1	1
15	ни в коем случае	2	1
16	здесь же мы должны	1	1
17	и не может быть	1	1
18	в большинстве случаев не	2	1
19	во всех его моментах	1	1
20	на самом же деле	1	1
21	дело в том что	1	1
