N	3gram	Voloshinov_1	Analitik
1	о том что	1	6
2	в том что	4	6
3	в данном случае	2	5
4	с одной стороны	2	4
5	по отношению к	11	4
6	к тому же	1	4
7	и в этом	1	4
8	подобно тому как	1	3
9	как и в	1	3
10	в этом отношении	1	3
11	мы имеем дело	1	3
12	тем не менее	3	3
13	по крайней мере	1	3
14	в этом смысле	1	2
15	в то же	1	2
16	тех или иных	1	2
17	с другой стороны	2	2
18	в частности в	1	2
19	можно было бы	1	2
20	в значительной степени	1	2
21	в конечном счете	1	2
22	то же время	1	2
23	с точки зрения	2	2
24	это не так	2	1
25	только то что	1	1
26	и тот же	1	1
27	отношению к предмету	2	1
28	бы выводит слово	1	1
29	и тогда когда	1	1
30	могут быть только	1	1
31	противном случае она	1	1
32	одним и тем	1	1
33	разговорного языка в	1	1
34	его словесные пределы	1	1
35	соприкасается говорящий со	1	1
36	до известной степени	2	1
37	как бы выводит	1	1
38	в нашем случае	1	1
39	интонации соприкасается говорящий	1	1
40	во всех языках	1	1
41	в противном случае	1	1
42	а между тем	1	1
43	между тем как	1	1
44	выходят за пределы	2	1
45	и является художественное	1	1
46	с жизнью и	1	1
47	так как будто	1	1
48	при этом особенно	1	1
49	не совпадает с	1	1
50	имеем дело с	1	1
51	и тем же	1	1
52	то же самое	2	1
53	можно сказать что	5	1
54	отнюдь не является	1	1
55	и то же	2	1
56	этой точки зрения	3	1
57	в интонации соприкасается	1	1
58	со слушателями интонация	1	1
59	более или менее	1	1
60	не только его	1	1
61	выводит слово за	1	1
62	слово за его	1	1
63	интонация как бы	1	1
64	в самом деле	1	1
65	со всех сторон	1	1
66	за его словесные	1	1
67	этот зрительный образ	1	1
68	говорящий со слушателями	1	1
69	но и в	1	1
70	сами по себе	1	1
71	автора героя и	1	1
72	герой нашего времени	1	1
73	но если бы	1	1
74	именно в интонации	1	1
75	ведь и является	1	1
76	в отношении к	2	1
77	в свою очередь	1	1
78	сама по себе	1	1
79	но отнюдь не	2	1
80	и не требует	1	1
81	одно и то	2	1
82	не может быть	7	1
