N	3gram	Tiupa_Anal_3	Istorich
1	с другой стороны	5	8
2	с одной стороны	2	7
3	в этом случае	1	6
4	в том что	7	5
5	о том что	5	4
6	здесь мы имеем	1	4
7	до сих пор	1	4
8	не только в	1	4
9	тех случаях когда	1	3
10	не может быть	1	3
11	в тех случаях	1	3
12	в данном случае	3	3
13	как и в	4	2
14	этого мотива в	1	2
15	что и в	1	2
16	по отношению к	7	2
17	это далеко не	1	2
18	во всяком случае	2	2
19	подобно тому как	2	1
20	так или иначе	1	1
21	то что не	1	1
22	он пошел дальше	1	1
23	в таком случае	1	1
24	так и в	1	1
25	все того же	1	1
26	это указание на	1	1
27	всяком случае не	1	1
28	и на примере	1	1
29	должны были бы	1	1
30	же мы можем	1	1
31	здесь как и	1	1
32	можно сказать что	2	1
33	и в особенности	1	1
34	но в таком	1	1
35	его как и	1	1
36	а с другой	1	1
37	по ту сторону	1	1
38	уже не может	1	1
39	как нам кажется	2	1
40	в этом мире	1	1
41	не что иное	1	1
42	говорилось выше с	1	1
43	в свое время	2	1
44	лицом к лицу	1	1
45	таким образом в	1	1
46	речь идет о	1	1
47	то у нас	1	1
48	в сравнении с	2	1
49	тем не менее	2	1
50	мы обратимся к	1	1
51	могло и не	1	1
52	на передний план	1	1
53	что иное как	1	1
54	в себе не	1	1
55	однако все эти	1	1
56	между мифом и	1	1
57	в чистом виде	1	1
58	есть не что	1	1
59	со всех сторон	1	1
60	в зависимости от	1	1
61	при этом он	2	1
62	с этой стороны	1	1
63	о чем речь	2	1
64	на этот вопрос	1	1
65	для того чтобы	1	1
66	однако и в	1	1
67	том что он	2	1
68	как бы в	1	1
69	в противоречие с	1	1
