N	4gram	Potebnia_M_4	Problema
1	если бы не было	2	3
2	и в этом случае	3	3
3	не что иное как	2	3
4	есть не что иное	1	3
5	заключается в том что	1	2
6	один и тот же	2	2
7	одной и той же	1	2
8	в том числе и	1	2
9	к тому и другому	1	1
10	а в том числе	1	1
11	но тем не менее	2	1
12	можно сказать что все	1	1
13	тем не менее в	1	1
14	внимание на то что	2	1
15	и не может быть	1	1
16	в том случае когда	1	1
17	это последнее может быть	1	1
18	вопрос о том что	1	1
19	вовсе не то что	1	1
20	мы в то же	1	1
21	а может быть и	1	1
22	то тем самым мы	1	1
23	в том случае если	1	1
24	то и другое имеет	1	1
25	будет сказать несколько слов	1	1
26	все более и более	2	1
27	при этом заметим что	1	1
28	одним и тем же	1	1
29	и тот же предмет	1	1
