N	4gram	Medvedev_V_1	Myshleni
1	с этой точки зрения	1	4
2	с одной стороны и	2	3
3	одно и то же	1	3
4	приводит к тому что	1	2
5	и вместе с тем	1	2
6	не чем иным как	1	2
7	ни в какой мере	1	2
8	в какой мере не	1	2
9	в то время как	1	2
10	и не может быть	2	1
11	после всего сказанного выше	1	1
12	для того чтобы понять	1	1
13	говорят об одном и	1	1
14	в том числе и	2	1
15	одну и ту же	1	1
16	свести к двум основным	1	1
17	об одном и том	1	1
18	проявляется не только в	1	1
19	прямо и непосредственно как	1	1
20	это и есть то	1	1
21	нет и не может	1	1
22	в этом и заключается	2	1
23	так же как и	1	1
24	только в том что	1	1
25	не удивительно поэтому что	1	1
26	одном и том же	2	1
