N	3gram	Losev_Vlad_2	Istorich
1	и т д	1	18
2	до сих пор	1	6
3	точно так же	3	6
4	в том что	9	5
5	в этом случае	1	5
6	вместе с тем	1	5
7	мы увидим ниже	1	4
8	не только в	2	4
9	в связи с	8	4
10	но все же	1	4
11	так же и	1	3
12	можно было бы	2	3
13	о том что	3	2
14	что это за	1	2
15	с самого начала	1	2
16	не может быть	1	2
17	на то что	2	2
18	не что иное	1	2
19	что иное как	1	2
20	после того как	2	2
21	наряду с этим	1	2
22	уже с самого	1	2
23	к тому же	1	2
24	так или иначе	3	1
25	к этому времени	2	1
26	как бы его	2	1
27	связи с этим	1	1
28	сам по себе	2	1
29	это значит что	1	1
30	из них не	1	1
31	не говорится но	1	1
32	в это время	4	1
33	место на котором	1	1
34	что и здесь	1	1
35	так как это	2	1
36	в себе в	1	1
37	до конца и	1	1
38	что здесь в	1	1
39	в возрасте лет	1	1
40	он все же	1	1
41	с этим в	1	1
42	а может быть	1	1
43	прежде всего нужно	1	1
44	нужно было бы	1	1
45	каждый из этих	1	1
46	и прежде всего	1	1
47	за то что	1	1
48	но это не	1	1
49	но вместе с	1	1
50	и в нем	1	1
51	в отличие от	3	1
52	уже потому что	1	1
53	лес и в	1	1
54	к ней с	1	1
55	и кроме того	1	1
56	почти никогда не	1	1
57	но чтобы понять	1	1
58	хотя бы на	1	1
59	не говорится о	1	1
60	оказывается что в	1	1
61	в высшей степени	1	1
62	и в котором	1	1
63	том что он	2	1
64	казалось бы что	1	1
65	и в его	2	1
66	то что он	3	1
67	тем не менее	6	1
68	с этой стороны	1	1
69	по этому поводу	1	1
70	не то что	2	1
