N	3gram	Tiupa_Hudo_2	Psycholo
1	в самом деле	3	18
2	в том что	11	11
3	и в самом	1	10
4	с точки зрения	2	9
5	для того чтобы	3	8
6	то же самое	2	8
7	заключается в том	1	6
8	с самого начала	1	6
9	с одной стороны	3	5
10	и т п	2	5
11	с другой стороны	1	5
12	до сих пор	2	5
13	и т д	2	4
14	о том что	7	3
15	и в этом	2	3
16	и то и	1	3
17	и то что	1	3
18	то и другое	1	3
19	о том как	2	2
20	более и более	1	2
21	к тому что	4	2
22	между тем в	1	2
23	если бы она	1	2
24	только в том	2	2
25	то время как	1	2
26	я не могу	1	2
27	все более и	1	2
28	на наших глазах	1	2
29	в данном случае	2	2
30	не то что	1	2
31	в то время	1	2
32	подобно тому как	4	1
33	а в том	1	1
34	и в сердце	1	1
35	это то чего	1	1
36	мы знаем что	1	1
37	несмотря на свой	1	1
38	можно сказать что	1	1
39	и у всех	1	1
40	не только не	2	1
41	все та же	1	1
42	лежит у нее	1	1
43	и при этом	1	1
44	только для того	1	1
45	к тому же	2	1
46	а между тем	3	1
47	жизнь в ее	1	1
48	а с другой	1	1
49	будем признать что	1	1
50	что он не	1	1
51	том случае если	1	1
52	между собой не	1	1
53	не может быть	3	1
54	что несмотря на	1	1
55	том что она	2	1
56	как бы в	1	1
57	состоит в том	2	1
58	можно было бы	2	1
59	всякий раз в	1	1
60	в разговоре с	1	1
61	что все они	2	1
62	что одна из	1	1
63	в том случае	1	1
64	для него было	1	1
65	в противоречие с	1	1
66	но все же	1	1
67	и не могла	1	1
68	она могла бы	1	1
69	если бы оно	1	1
70	в этом отношении	1	1
71	перед нами в	1	1
72	и все же	1	1
73	что не только	1	1
74	но это только	1	1
75	в котором она	1	1
76	это было бы	1	1
77	что если бы	1	1
78	того или иного	2	1
