N	3gram	Propp_Isto_2	DiskursI
1	в отличие от	1	12
2	в том что	5	6
3	с одной стороны	3	4
4	по отношению к	3	4
5	о том что	2	3
6	при всей своей	1	3
7	не может быть	2	3
8	подобно тому как	3	2
9	и прежде всего	1	2
10	в этом случае	5	2
11	и то же	1	2
12	и может быть	2	2
13	ни одно из	1	2
14	жизнью и смертью	1	2
15	в обоих случаях	1	2
16	что в одном	1	1
17	с самого начала	2	1
18	одной и той	1	1
19	том что в	1	1
20	не в состоянии	1	1
21	не знаем более	1	1
22	в это время	1	1
23	в другом месте	2	1
24	с другой стороны	2	1
25	в себя и	1	1
26	говорит об этом	1	1
27	в силу своей	1	1
28	и той же	1	1
29	но все эти	1	1
30	также может быть	1	1
31	другой стороны в	1	1
32	но это не	1	1
33	все же остается	1	1
34	друг от друга	1	1
35	тем не менее	1	1
36	не может так	1	1
