N	3gram	Ircho_Kome_1	Istorich
1	и т д	4	24
2	так же как	1	12
3	до сих пор	2	5
4	с другой стороны	5	4
5	же как и	1	4
6	в одном случае	1	3
7	что иное как	1	3
8	т е в	2	3
9	на то что	2	3
10	не что иное	1	3
11	как мы видели	1	3
12	в данном случае	1	3
13	о том что	3	2
14	и и толстой	1	2
15	тех случаях когда	1	2
16	в другом случае	1	2
17	смысле этого слова	1	2
18	так как он	1	2
19	не только в	1	2
20	в тех случаях	1	2
21	то же самое	2	2
22	после того как	3	2
23	тем не менее	1	2
24	подобно тому как	1	1
25	из них не	1	1
26	в том числе	1	1
27	в большинстве случаев	1	1
28	что и во	1	1
29	высказывает предположение что	1	1
30	к тому что	1	1
31	и не только	1	1
32	как и в	2	1
33	до нашей эры	1	1
34	видеть в нем	2	1
35	что он не	1	1
36	независимо от того	1	1
37	но он не	1	1
38	он может быть	1	1
39	в то время	5	1
40	он не мог	1	1
41	одна из них	1	1
42	небом и землей	1	1
43	не мог бы	1	1
44	как будто бы	1	1
45	том что они	1	1
46	что у него	1	1
47	вместе с тем	1	1
48	одного из них	1	1
49	в зависимости от	1	1
50	мы и здесь	1	1
51	и тем что	2	1
52	но и в	2	1
53	к нему с	1	1
54	отсюда видно что	1	1
55	именно в этой	1	1
56	мы уже знаем	1	1
57	то время как	4	1
58	же в этих	1	1
59	между небом и	1	1
60	в его распоряжение	1	1
61	а в другом	1	1
62	некоторый свет на	1	1
63	дошли до нас	1	1
