N	4gram	Tiupa_Lite_2	Analitik
1	в то же время	9	6
2	и не может быть	1	4
3	мы имеем дело с	1	3
4	состоит в том что	3	3
5	не в том чтобы	1	3
6	бы то ни было	1	3
7	найдя другого в себе	1	2
8	в начале х годов	1	2
9	читать пушкина как он	1	2
10	найти себя в другом	1	2
11	в другом найдя другого	1	2
12	себя в другом найдя	1	2
13	не может быть отождествлен	1	2
14	другом найдя другого в	1	2
15	пушкина как он написан	1	2
16	нет и не может	1	2
17	солидарны между собою когда	1	1
18	так как того требуют	1	1
19	выше его что находится	1	1
20	ни единого словечка он	1	1
21	и позволяют их умственные	1	1
22	позволяют их умственные способности	1	1
23	единого словечка он не	1	1
24	во взаимоотражении во взаимоприятии	1	1
25	утверждают свое частное бытие	1	1
26	в том числе и	1	1
27	не так как того	1	1
28	всеобщей основе когда наконец	1	1
29	бытие на единой всеобщей	1	1
30	при таком взгляде на	1	1
31	них дает им полный	1	1
32	строчки ложатся в белоснежную	1	1
33	себя в них дает	1	1
34	не могу обойтись без	1	1
35	во-вторых они не исключают	1	1
36	другого я должен найти	1	1
37	всеохватывающей своей широте на	1	1
38	они не исключают целого	1	1
39	что выше его что	1	1
40	как он написан а	1	1
41	он написан а не	1	1
42	основе когда наконец в-третьих	1	1
43	над ним и управляет	1	1
44	собою когда во-вторых они	1	1
45	на отдельные слова не	1	1
46	что находится над ним	1	1
47	по всеохватывающей своей широте	1	1
48	без другого не могу	1	1
49	сам но то что	1	1
50	себе во взаимоотражении во	1	1
51	во всей своей полноте	1	1
52	грамотных читать пушкина как	1	1
53	широте на отдельные слова	1	1
54	полагают себя один в	1	1
55	стать самим собою без	1	1
56	обойтись без другого не	1	1
57	не может быть ни	1	1
58	о жизни по всеохватывающей	1	1
59	а не так как	1	1
60	читателя нужно поставить на	1	1
61	с этой точки зрения	1	1
62	своей широте на отдельные	1	1
63	есть не более чем	1	1
64	элементы в нашем случае	1	1
65	душевные потребности и позволяют	1	1
66	себя один в другом	1	1
67	друг друга а напротив	1	1
68	раскрывая себя в них	1	1
69	поглощает частных элементов а	1	1
70	частное бытие на единой	1	1
71	есть рассказ о счастье	1	1
72	до тех пор пока	1	1
73	не поглощает частных элементов	1	1
74	должен найти себя в	1	1
75	друга а напротив взаимно	1	1
76	другого не могу стать	1	1
77	он не привносит от	1	1
78	то же время он	1	1
79	один в другом солидарны	1	1
80	рассказ о счастье существования	1	1
81	и просто продиктованные строчки	1	1
82	решение вопроса о границах	1	1
83	но то что выше	1	1
84	другом солидарны между собою	1	1
85	в нашем случае это	1	1
86	подавляет и не поглощает	1	1
87	как того требуют их	1	1
88	целого а утверждают свое	1	1
89	то что выше его	1	1
90	научить всех грамотных читать	1	1
91	свое частное бытие на	1	1
92	жизни по всеохватывающей своей	1	1
93	частные элементы в нашем	1	1
94	в себе во взаимоотражении	1	1
95	его что находится над	1	1
96	собою без другого я	1	1
97	утверждение о жизни по	1	1
98	в них дает им	1	1
99	потребности и позволяют их	1	1
100	чем научить всех грамотных	1	1
101	всей своей полноте и	1	1
102	легче провести в ссср	1	1
103	одно и то же	2	1
104	и не поглощает частных	1	1
105	ложатся в белоснежную тетрадь	1	1
106	в полном соответствии с	1	1
107	не исключают целого а	1	1
108	духовного не собственного задания	1	1
109	какое-то утверждение о жизни	1	1
110	искусство в том числе	1	1
111	в-третьих эта всеединая основа	1	1
112	другого в себе во	1	1
113	их душевные потребности и	1	1
114	полный простор в себе	1	1
115	словечка он не привносит	1	1
116	я должен найти себя	1	1
117	и трагическое есть рассказ	1	1
118	элементов а раскрывая себя	1	1
119	наконец в-третьих эта всеединая	1	1
120	самим собою без другого	1	1
121	без другого я должен	1	1
122	единой всеобщей основе когда	1	1
123	ним и управляет им	1	1
124	в чем и состоит	1	1
125	ссср электрификацию чем научить	1	1
126	принципе не может быть	1	1
127	на единой всеобщей основе	1	1
128	всех грамотных читать пушкина	1	1
129	в ссср электрификацию чем	1	1
130	провести в ссср электрификацию	1	1
131	требуют их душевные потребности	1	1
132	дает им полный простор	1	1
133	не могу стать самим	1	1
134	не исключают друг друга	1	1
135	между собою когда во-вторых	1	1
136	не привносит от себя	1	1
137	исключают друг друга а	1	1
138	частных элементов а раскрывая	1	1
139	в такой же мере	1	1
140	а напротив взаимно полагают	1	1
141	а раскрывая себя в	1	1
142	написан а не так	1	1
143	в другом солидарны между	1	1
144	электрификацию чем научить всех	1	1
145	находится над ним и	1	1
146	отдельные слова не разложимое	1	1
147	том числе и трагическое	1	1
148	нужно поставить на место	1	1
149	им полный простор в	1	1
150	трагическое есть рассказ о	1	1
151	во-первых частные элементы в	1	1
152	который в принципе не	1	1
153	не говоря уже о	2	1
154	когда во-вторых они не	1	1
155	когда наконец в-третьих эта	1	1
156	а утверждают свое частное	1	1
157	продиктованные строчки ложатся в	1	1
158	не подавляет и не	1	1
159	могу стать самим собою	1	1
160	того требуют их душевные	1	1
161	исключают целого а утверждают	1	1
162	в принципе не может	1	1
163	я не могу обойтись	1	1
164	напротив взаимно полагают себя	1	1
165	числе и трагическое есть	1	1
166	роль по отношению к	1	1
167	могу обойтись без другого	1	1
168	взаимно полагают себя один	1	1
169	просто продиктованные строчки ложатся	1	1
