N	4gram	Vygotskiy__2	StatiiOP
1	в то же время	2	4
2	и т п в	1	3
3	и в самом деле	4	2
4	заключается в том что	7	2
5	с точки зрения их	1	2
6	в том что в	2	2
7	который заключается в том	1	1
8	что в то время	1	1
9	только в том случае	4	1
10	что в этой области	1	1
11	в том смысле что	1	1
12	это объясняется тем что	1	1
13	в каком случае не	1	1
14	которые тем не менее	1	1
15	во что бы то	1	1
16	само собой разумеется что	1	1
17	в том что он	3	1
18	бы то ни стало	1	1
19	что бы то ни	1	1
20	свидетельствует о том что	1	1
21	так же как и	1	1
22	в этом случае есть	1	1
23	ответ на этот вопрос	1	1
24	в то время как	2	1
25	ни в каком случае	1	1
