N	3gram	Voloshinov_1	Formalny
1	с точки зрения	6	13
2	в его целом	2	8
3	до сих пор	3	6
4	на самом деле	4	6
5	не может быть	3	5
6	с одной стороны	1	4
7	так и в	1	4
8	во всяком случае	3	4
9	бы то ни	1	3
10	по аналогии с	2	3
11	мы не можем	1	2
12	мы полагаем что	3	2
13	связи с этим	1	2
14	в большинстве случаев	3	2
15	и в этом	2	2
16	пр и пр	2	2
17	в нем и	1	2
18	страх и риск	1	2
19	в применении к	1	2
20	в связи с	1	2
21	и пр и	3	2
22	за свой страх	1	2
23	свой страх и	1	2
24	а часто и	1	2
25	как один из	1	1
26	с самого начала	4	1
27	вообще не существовало	1	1
28	так же как	2	1
29	он не дает	1	1
30	во внешнем мире	1	1
31	каждого из этих	1	1
32	мы увидим что	1	1
33	и самый предмет	1	1
34	в этом отношении	1	1
35	почти совершенно не	2	1
36	как это делала	1	1
37	форма и содержание	1	1
38	конечно не может	1	1
39	конца хiх начала	1	1
40	характерно для нашего	1	1
41	то ни было	1	1
42	что между ними	1	1
43	метод к изучению	1	1
44	в этом смысле	3	1
45	все же в	1	1
46	в том что	1	1
47	и входит в	1	1
48	самом деле в	1	1
49	так и с	1	1
50	же как и	1	1
51	и не должна	1	1
52	этой точки зрения	1	1
53	со всех сторон	1	1
54	но вместе с	1	1
55	и может быть	2	1
56	как мы знаем	1	1
57	все то что	2	1
58	всех без исключения	1	1
59	но отнюдь не	2	1
60	первый и основной	1	1
61	с этой точки	1	1
62	но даже и	1	1
63	уже знаем что	1	1
64	не подлежит конечно	1	1
65	для нашего времени	1	1
66	и на наших	1	1
67	в высшей степени	1	1
68	имеющие отношения к	1	1
69	мы уже знаем	1	1
70	роковую роль в	1	1
71	вместе с тем	1	1
72	идеологического творчества все	1	1
73	в данном случае	1	1
74	по сравнению с	3	1
75	в дальнейшей жизни	1	1
76	не имеющие отношения	1	1
