N	3gram	Propp_Isto_4	Hudozhes
1	о том что	2	9
2	к тому что	1	4
3	в этой связи	1	4
4	в связи с	2	3
5	как и в	1	3
6	и т д	24	3
7	тем не менее	2	3
8	о том как	1	2
9	не в том	1	2
10	что он не	1	2
11	на то что	3	2
12	не только в	2	2
13	что у него	1	2
14	мы уже знаем	1	2
15	до сих пор	5	2
16	не может быть	4	2
17	в узком смысле	1	1
18	в том как	1	1
19	к такого рода	1	1
20	не потому что	1	1
21	тогда как в	1	1
22	об этом так	1	1
23	так и в	2	1
24	и не случайно	1	1
25	он живет в	1	1
26	в иных случаях	1	1
27	именно в этой	1	1
28	при всей своей	1	1
29	это своего рода	1	1
30	в центре внимания	1	1
31	знаем что при	1	1
32	с той же	1	1
33	ничего общего с	1	1
34	же как и	4	1
35	но здесь имеется	1	1
36	творчества а также	1	1
37	века в лице	1	1
38	уже говорилось о	1	1
39	легко представить себе	1	1
40	в этот момент	1	1
41	как будто бы	1	1
42	в этом он	1	1
43	с того что	2	1
44	служит не только	1	1
45	может быть только	1	1
46	содержит в себе	2	1
47	то же самое	2	1
48	но все же	4	1
49	в данном случае	3	1
50	на пути к	1	1
51	что он ее	1	1
52	легко заметить что	1	1
53	мы должны в	1	1
54	как и все	1	1
55	объясняется тем что	1	1
56	он уже не	1	1
57	на том что	1	1
58	при каждом шаге	1	1
59	потому что он	1	1
60	за то что	1	1
