N	3gram	Tiupa_Lite_2	Formalny
1	с точки зрения	3	14
2	не может быть	7	14
3	на самом деле	1	12
4	в то же	9	7
5	то же время	9	7
6	и т п	2	5
7	с другой стороны	4	5
8	подобно тому как	2	4
9	для того чтобы	1	4
10	то ни было	1	4
11	и не может	1	4
12	бы то ни	1	4
13	в данном случае	3	4
14	в том что	5	3
15	то же самое	1	3
16	по отношению к	3	3
17	вовсе не является	1	3
18	в этом отношении	3	3
19	вместе с тем	1	3
20	мы не можем	1	2
21	и в то	1	2
22	нет и не	1	2
23	в конце концов	1	2
24	к тому что	1	2
25	не только не	1	2
26	только то что	1	2
27	так и от	1	2
28	как мы видели	1	2
29	в отличие от	1	2
30	тем не менее	2	2
31	в этом же	1	1
32	о том что	2	1
33	с одной стороны	6	1
34	место в этом	1	1
35	и не было	1	1
36	и теперь эта	1	1
37	жизни и в	1	1
38	а то и	1	1
39	и притом в	1	1
40	и для всех	1	1
41	было бы наивно	1	1
42	из того что	1	1
43	слова так и	1	1
44	тех или иных	1	1
45	предшествующим и последующим	1	1
46	же время не	1	1
47	в этом случае	2	1
48	этой точки зрения	1	1
49	автора с читателем	1	1
50	можно было бы	1	1
51	по тем же	1	1
52	все то что	1	1
53	в том числе	2	1
54	том что этот	1	1
55	и даже в	1	1
56	в частности в	1	1
57	той или иной	1	1
58	первого и второго	1	1
59	с этой точки	1	1
60	какого бы то	1	1
61	не перестает быть	1	1
62	цену жизни и	1	1
63	не в том	1	1
64	в такой же	1	1
65	что же касается	1	1
66	том числе и	1	1
67	обстоит дело и	1	1
