N	3gram	Propp_Isto_5	Psycholo
1	в самом деле	1	18
2	на то что	2	12
3	в том что	2	11
4	с точки зрения	1	9
5	для того чтобы	3	8
6	мы увидим что	1	7
7	мы видим что	4	7
8	с самого начала	1	6
9	с одной стороны	7	5
10	с другой стороны	8	5
11	до сих пор	2	5
12	и т д	18	4
13	о том что	4	3
14	мы уже говорили	1	3
15	указывает на то	1	3
16	здесь совершенно ясно	1	3
17	о том как	2	2
18	мы видели что	2	2
19	мы увидим ниже	3	2
20	образом мы видим	1	2
21	в том смысле	1	2
22	на самом деле	1	2
23	может быть не	1	2
24	мы видим в	1	2
25	и вместе с	2	2
26	что у него	1	2
27	вместе с тем	6	2
28	как мы видели	1	2
29	только в том	1	2
30	то время как	1	2
31	как мы увидим	3	2
32	не в том	1	2
33	то что он	1	2
34	во всяком случае	1	2
35	в свою очередь	1	2
36	на наших глазах	1	2
37	в данном случае	2	2
38	в то время	1	2
39	подобно тому как	1	1
40	что и здесь	1	1
41	мы знаем что	4	1
42	и здесь он	1	1
43	и здесь мы	1	1
44	что в его	1	1
45	можно сказать что	1	1
46	шкуру с них	1	1
47	потому что в	1	1
48	только для того	1	1
49	дело не в	1	1
50	представляют собой две	1	1
51	что он не	1	1
52	указывают на то	1	1
53	никак не может	1	1
54	так как у	1	1
55	с тем что	1	1
56	не может быть	3	1
57	показывает что он	1	1
58	совершенно очевидно что	1	1
59	что он видит	1	1
60	что едва ли	1	1
61	состоит в том	1	1
62	что здесь мы	1	1
63	в отличие от	1	1
64	он не может	2	1
65	раньше чем перейти	1	1
66	мы перейдем к	1	1
67	с этим и	1	1
68	на две части	1	1
69	но все же	4	1
70	в зависимости от	1	1
71	этим и в	1	1
72	каждого из них	1	1
73	чем перейти к	1	1
74	и на этом	1	1
75	здесь мы видим	1	1
76	таким образом мы	2	1
77	в том чтобы	2	1
78	мы уже видели	1	1
79	здесь мы имеем	3	1
80	что не только	1	1
81	не имеют никакого	1	1
82	наших глазах и	1	1
83	если бы мы	2	1
84	и действительно мы	1	1
85	хотя бы в	1	1
86	он доходит до	1	1
87	это было бы	1	1
88	этой точки зрения	1	1
89	потому что он	2	1
90	с этой точки	1	1
91	видим что в	1	1
